Fantasteen Scary: Teru Teru Bozu;Ziggy Zezsyazeoviennazabrizkie;Fiction;Kamu pernah mendengar tentang teru teru bozu? Atau kamu menggantung satu boneka itu di depan jendela kamarmu? Tentunya kamu tahu untuk apa benda itu ada di sana. Namun aku yakin, kamu tidak pernah menyangka cerita mengerikan apa yang bisa teru teru bozu hamparkan di hadapanmu. Kamu mungkin akan terkesiap ketika tahu teru-teru bozu di sekolahku punya kisah yang berbeda. Lupakan teru teru bozu sebagai boneka pengusir hujan. Di sekolahku, teru teru bozu meminta nyawa. Kalau kamu berani membaca buku ini, kamu harus siap menemukan sesosok tubuh tersembunyi di balik kain putih yang berkibar. Bukan isian bulu angsa atau kain perca. [Mizan Publishing, DAR, Novel, Fantasi, Horror, Indonesia];;;;;;;;;;;;;;
Cinderella dan Empat Kesatria#2 (Cinderella and Four Knights#2);Baek Myo;Fiction;Eun Ha Won hanya menginginkan satu hal: hidup tenang! Namun, ia malah terlibat cinta segitiga rumit dan merasakan pahitnya cinta pertama. Pertemuan dengan pria yang mengaku sebagai ayah kandungnya juga membuat Ha Won merasa dunianya seakan runtuh. Dan seolah itu belum cukup, Ha Won dituduh menjelek-jelekkan keluarga Kang di Internet. Akankah Cinderella ini mendapatkan akhir bahagia?;;;;;;;;;;;;;;
Ayo Berkata Baik: Tiko Bilang Tolong;Watiek Ideo;Fiction;Berkata baik adalah kebiasaan yang perlu dipupuk sejak dini. Seri Ayo Berkata Baik memperkenalkan empat kata penting kepada anak-anak balita, yaitu MAAF, TOLONG, TERIMA KASIH, dan PERMISI. Melalui tokoh-tokoh hewan lucu dan cerita sederhana, anak-anak akan belajar mempraktikkan kata-kata penting tersebut dalam kehidupan sehari-hari. Judul-judul lengkap dalam seri ini: E€¢ Elpa Bilang Maaf E€¢ Tiko Bilang Tolong E€¢ Sisi Bilang Terima Kasih E€¢ Mimi Bilang Permisi *** Tiko sedang bosan. Buku-buku di rumah sudah selesai dibacanya. Tiko pun pergi ke perpustakaan. Tapi ia tidak tahu cara meminjam buku. Tiko harus bilang apa kepada petugas perpustakaan?;;;;;;;;;;;;;;
Cinderella dan Empat Kesatria#1 (Cinderella and Four Knights#1);Baek Myo;Fiction;Eun Ha Won benar-benar seperti Cinderella! Sungguh tak disangka, kakek yang ditolong Ha Won di jalan ternyata Direktur KangÃEpengusaha Korea yang sangat kaya. Dan dia bersedia membantu mewujudkan keinginan Ha Won: keluar dari rumah yang ditinggalinya bersama sang ibu tiri. Ha Won pun kemudian tinggal di rumah mewah bersama tiga cucu tampan sang direktur dan pengawal pribadi yang keren. Tapi menjadi kaya tak berarti kehidupan Ha Won menjadi mulus. Banyak yang iri padanya karena kedekatannya dengan kakak-beradik keluarga Kang. Ditambah lagi entah kenapa Kang Ji WoonÃEsang cucu ketigaÃEmembencinya sejak pertemuan pertama. Kapankah ia mendapatkan ketenangan yang diinginkannya?;;;;;;;;;;;;;;
Ayo Berkata Baik: Mimi Bilang Permisi;Watiek Ideo;Fiction;Berkata baik adalah kebiasaan yang perlu dipupuk sejak dini. Seri Ayo Berkata Baik memperkenalkan empat kata penting kepada anak-anak balita, yaitu MAAF, TOLONG, TERIMA KASIH, dan PERMISI. Melalui tokoh-tokoh hewan lucu dan cerita sederhana, anak-anak akan belajar mempraktikkan kata-kata penting tersebut dalam kehidupan sehari-hari. Judul-judul lengkap dalam seri ini: E€¢ Elpa Bilang Maaf E€¢ Tiko Bilang Tolong E€¢ Sisi Bilang Terima Kasih E€¢ Mimi Bilang Permisi *** Hari pertama sekolah sungguh mendebarkan. Sesampainya di kelas, suasana sudah ramai. E€EPermisi, boleh aku duduk di sini?E€E tanya Mimi. Setelah mendapat tempat duduk, Mimi mengikuti pelajaran. Tapi oh, ia ingin pipis. Mimi harus bilang apa kepada Bu Guru?;;;;;;;;;;;;;;
Ayo Berkata Baik: Sisi Bilang Terima Kasih;Watiek Ideo;Fiction;Berkata baik adalah kebiasaan yang perlu dipupuk sejak dini. Seri Ayo Berkata Baik memperkenalkan empat kata penting kepada anak-anak balita, yaitu MAAF, TOLONG, TERIMA KASIH, dan PERMISI. Melalui tokoh-tokoh hewan lucu dan cerita sederhana, anak-anak akan belajar mempraktikkan kata-kata penting tersebut dalam kehidupan sehari-hari. Judul-judul lengkap dalam seri ini: E€¢ Elpa Bilang Maaf E€¢ Tiko Bilang Tolong E€¢ Sisi Bilang Terima Kasih E€¢ Mimi Bilang Permisi *** Sisi sibuk menyiapkan pesta ulang tahun untuk adiknya. Banyak sekali yang harus disiapkan. Untung teman-temannya datang membantu. Mereka meniup balon, menempel kertas hiasan di dinding, dan menghias kue. Sisi harus bilang apa kepada teman-temannya?;;;;;;;;;;;;;;
Ayo Berkata Baik: Elpa Bilang Maaf;Watiek Ideo;Fiction;Berkata baik adalah kebiasaan yang perlu dipupuk sejak dini. Seri Ayo Berkata Baik memperkenalkan empat kata penting kepada anak-anak balita, yaitu MAAF, TOLONG, TERIMA KASIH, dan PERMISI. Melalui tokoh-tokoh hewan lucu dan cerita sederhana, anak-anak akan belajar mempraktikkan kata-kata penting tersebut dalam kehidupan sehari-hari. Judul-judul lengkap dalam seri ini: E€¢ Elpa Bilang Maaf E€¢ Tiko Bilang Tolong E€¢ Sisi Bilang Terima Kasih E€¢ Mimi Bilang Permisi *** Elpa senang sekali! Hari ini ia akan bermain bola bersama teman-temannya. Elpa berlari penuh semangat. Bum! Ia menabrak Sisi sampai wortelnya berceceran. Elpa harus bilang apa kepada Sisi?;;;;;;;;;;;;;;
Gentayangan: Pilih Sendiri Petualangan Sepatu Merahmu;Intan Paramaditha;Fiction;Jangan sembarang menerima pemberian, demikian nasihat orang-orang tua dulu, tapi kau telanjur meminta paket itu: hadiah sekaligus kutukan. Iblis Kekasih telah memberimu sepasang sepatu merah. Kau terkutuk untuk bertualang, atau lebih tepatnya, gentayangan. Bernaung, tapi tak berumah. Sebuah novel dengan format Pilih Sendiri Petualanganmu, Gentayangan berkisah tentang perjalanan dan ketercerabutan, memotret mereka yang tergoda batas, yang bergerak dan tersangkut, yang kabur namun tertangkap. Tergantung jalan mana yang kau pilih, petualangan terkutuk sepatu merah akan membawamu ke New York kota tikus, perbatasan Tijuana, gereja di Haarlem, atau masjid di Jakarta, di dalam taksi pengap atau kereta yang tak mau berhenti, hidup atau mati (atau bosan). Selamanya gentayangan, berada di antara, kau akan temukan cerita para pengelana, turis, dan migran tentang pelarian, penyeberangan, pencarian atas rumah, rute, dan pintu darurat. Cewek baik masuk surga, cewek bandel gentayangan.;;;;;;;;;;;;;;
Jingga dan Senja;Esti Kinasih;Fiction;Tari dan Ari, dua remaja yang dipertemukan oleh takdir. Selain bernama mirip, mereka juga sama-sama lahir sewaktu matahari terbenam. Namun, takdir mempertemukan mereka dalam suasana E€EperangE€E. Ari yang biang kerok sekolah baru kali ini bertemu cewek, adik kelas pula, yang berani melawannya. Kemarahan Ari timbul ketika tahu Tari diincar oleh Angga, pentolan SMA musuh. Angga, musuh bebuyutan sekolah Ari sekaligus musuh pribadi Ari, langsung berusaha mendekati Tari begitu cewek itu tak sengaja terjebak dalam tawuran dan Ari berusaha keras menyelamatkannya. Demi dendam masa lalu, Angga bertekad merebut cewek itu. Memanfaatkan peluang yang ada, Angga kemudian maju sebagai pelindung Tari. Ari yang selama ini dikenal tidak peduli terhadap cewek tiba-tiba saja berusaha mendapatkan Tari dengan segala cara. Namun, predikat buruk Ari jelas membuat Tari tidak ingin berurusan dengan cowok itu. Semakin Ari berusaha mendekati Tari, semakin mati-matian cewek itu menjauhkan diriE€¦.;;;;;;;;;;;;;;
Anna Karenina 1;Leo Tolstoi;Fiction;E€EKeluarga bahagia mirip satu dengan lainnya, keluarga tak bahagia tidak bahagia dengan jalannya sendiri-sendiri.E€E Novel Anna Karenina adalah kisah tentang tiga keluarga, salah satunya keluarga Karenin. Anna, istri Karenin, menyeleweng dengan seorang opsir muda yang mengaguminya, Aleksei Vronskii, dan akhirnya memutuskan tali perkawinan. Bagi Anna, penyelewengan itu merupakan petaka yang tak dapat ditolak dengan segudang alasan. Salah satunya, di mata Anna, Karenin hanyalah sepotong boneka tanpa jiwa dan harga diri meskipun dia seorang pejabat tinggi. E€EDia itu bukan laki-laki, bukan manusia, tapi boneka!... Dia itu bukan manusia, tapi mesin kementerian,E€E kata Anna tentang suaminya.;;;;;;;;;;;;;;
TeenLit: Jingga Dalam Elegi;Esti Kinasih;Fiction;"""Sejak peristiwa pagi hari saat melihat mata Tari bengkak, Ari jadi penasaran. Benarkah itu hanya karena Ari menghapus nomor HP Ata dari HP Tari, ataukah karena Angga? Kalau memang karena Angga yang notabene musuh bebuyutan Ari, Ari ingin tahu apa yang telah dilakukan cowok itu terhadap Tari. Setelah menemukan a shoulder to cry on pengganti Angga dalam diri Ata, perlahan-lahan Tari mulai melupakan Angga. Sikap Ata yang bertolak belakang dengan Ari membuat Tari nyaman bersama Ata. Ia pun curhat habis-habisan kepada Ata yang lembut, penuh perhatian, baik hati, dan yang baru belakangan Tari sadari berhasil membuat jantungnya berdebar tak keruan. Gangguan dan intimidasi Ari sampai tidak diacuhkannya. Inilah yang membuat Ari makin salah tingkah-kini saingannya bukanlah Angga, melainkan saudara kembarnya sendiri. Namun, saat Tari merasa telah menemukan pelabuhan hatinya, satu rahasia besar perlahan-lahan terkuak. Tari merasa... lambat laun Ata semakin mirip Ari....""";;;;;;;;;;;;;;
The Devil in Black Jeans;Alia Zalea;Fiction;"""Dara betul-betul mencintai pekerjaannya sebagai personal assistant para artis, sampai dia bekerja untuk Blu, penyanyi opera Indonesia berumur lima belas tahun. Masalahnya bukan pada Blu, tapi kakaknya, yaitu Johan Brawijaya, drummer paling ganteng se-Indonesia yang superprotektif kepada adiknya dan membuat Dara ingin mencekiknya setiap kali bertemu. Sebagai drummer kawakan Indonesia dengan wajah di atas rata-rata dan masih single, Jo mencintai kebebasannya untuk melakukan apa saja yang dia mau. Kebebasan ini punah dengan kedatangan adiknya di rumahnya. Seakan itu belum cukup parah, kini seorang PA artis yang sok tahu, super menyebalkan, berbentuk Dara, muncul dan mulai mengatur kehidupannya. Satu-satunya hal yang membuat mereka berdua bisa saling bertoleransi adalah karena Blu. Atau itulah yang mereka pikir hingga ciuman itu terjadi. Satu ciuman yang membuat keduanya berpikir dua kali tentang perasaan mereka terhadap satu sama lain.""";;;;;;;;;;;;;;
The Lost Hero;Rick Riordan;Fiction;E€ETujuh Demigod akan menjawab panggilan, karena badai atau api dunia akan terjungkal.E€E Tiga Demigod baru bergabung di Perkemahan Blasteran. Jason yang tidak bisa mengingat jati dirinya. Piper yang penuh misteri, dan Leo dengan kemampuan mekaniknya yang luar biasa. Bersama-sama, ketiganya mengemban sebuah misi penyelamatan. Misi yang juga akan mengungkap sebuah rahasia besar mereka pada masa lalu. Bergabunglah dengan para Demigod dari Perkemahan Blasteran dan nikmati petualangan serunya! [Mizan, Noura Books, Fantasi, Terjemahan, Novel, Indonesia];;;;;;;;;;;;;;
Blind Date (Cover Baru);Alia Zalea;Fiction;û€ûAnda ingin pasangan date Anda tingginya antara 165 hingga 180 sentimeter?û€û û€ûBetul.û€û û€ûUntuk umur, Anda memilih antara 26 hingga 40. Betul?û€û û€ûYa.û€û û€ûAnda terbuka dipasangkan dengan laki-laki dari berbagai ras?û€û Aku tertawa mengiyakan. û€ûAnda mengharuskan pasangan date Anda single dan unattached. Apakah Anda bersedia dating dengan laki-laki yang statusnya baru û€ûpisahû€û dengan istri mereka?û€û û€ûNggak. Saya ingin laki-laki single, se-single-single-nya.û€û Rencana hidup Titania Larasati buyar setelah menemukan Brandon, pacarnya selama tiga tahun, berselingkuh dengan sekretarisnya. Dalam usaha untuk melupakan kejadian itu dan kata-kata yang diucapkan oleh Brandon bahwa dialah satusatunya laki-laki yang akan pernah menginginkannya, Titania rela mengeluarkan dua ribu dolar untuk memperoleh jasa blind date profesional, yang menjanjikan sebuah pernikahan dalam waktu kurang dari enam bulan. Dengan bantuan adiknya yang suka sok tahu dan agen blind date yang pantang menyerah, Titania bertekad membuktikan bahwa Brandon salah.;;;;;;;;;;;;;;
Catatan-Catatan dari Bulan;Rieke Saraswati;Fiction;û€ûSajak-sajak Rieke Saraswati telah membubuhkan warna lain ke dalam dunia perpuisian kita. Dengan aneka diksi dan citraan yang liar dan brutal, sajak-sajaknya membawa kita ke dalam ruang memori yang gelap, yang diliputi oleh kondisi mental yang acak, kepingan pikiran dan hati yang rusakû€ûseakan-akan tak ada ruang untuk kesunyian atau kerinduan yang sering kaudengar dalam sajak-sajak romantik.û€û -Joko Pinurbo û€ûPuisi-puisi dalam buku ini mendedahkan rasa sunyi, luka, dan pertanyaan-pertanyaan yang khas perempuan. Begitu menusuk dan memerlukan kontemplasi yang dalam untuk menyelam ke dalam palung-palung diksi yang dipilih penyair dalam buku ini. Penyair begitu detail melepas helai-helai beragam persoalan privat menjadi cukilan-cukilan kata-kata indah sehingga mampu membuat teror bagi pembacanya, bahwa hidup tidak selalu mudah. Hidup harus digugah dan diubah. Buku ini sangat menggetarkan untuk memahami beragam onak dan riak tentang perjuangan perempuan, tubuh, dan liku-laku hidupnya.û€û -Oka Rusmini û€ûCatatan-Catatan dari Bulan mendorong kita jatuh ke sebuah rumah hantu. Imaji-imajinya gelap, seolah dikirim dari mimpi paling buruk, dengan pondasi padat berupa amarah kesumat si penyair. Sepanjang membaca, entah mengapa saya terus membayangkan tampak dalam lemari yang terkunci dan dunia tempat kita tinggal ini hanya muncul sekelebatan saja sebagai garis tipis vertikal yang memanjang dan warna-warni tetapi tak pernah terjangkau.E€E -Norman Erikson Pasaribu;;;;;;;;;;;;;;
Frankenstein;Mary Shelley;Fiction;"""""""Dokter Victor Frankenstein ingin menciptakan makhluk sempurna dengan menggabungkan ilmu pengetahuan dan ilmu gaib. Dari sisa-sisa tubuh orang mati, ia membuat makhluk raksasa dengan kekuatan luar biasa... dan menghidupkannya. Tetapi ketika makhluk itu membuka mata, Frankenstein melarikan diri dengan rasa takut yang amat sangat. Makhluk itu pun keluar ke dunia ramai, berusaha mencari teman dan cinta, namun yang diperolehnya justru kebencian dan ketakutan. maka ia pun bersumpah akan membalas dendam pada sang pencipta yang telah memberikan napas hidup baginya. Dengan kekuatannya yang luar biasa, ia berkelana hingga ke ujung dunia... untuk menghancurkan semua orang yang dicintai Frankenstein.""""""";;;;;;;;;;;;;;
Proses;Franz Kafka;Fiction;Di apartemennya, Josef K tiba-tiba ditangkap dua petugas. K yang merasa tak punya kesalahan pun kebingungan. Ia ditangkap dan diajukan ke pengadilan. Kejanggalan demi kejanggalan mulai terjadi. Saat di E€Eruang sidangE€E, K menemukan orang-orang yang dibayar untuk tepuk tangan dan berteriak. Proses sidang pun berlarut-larut. Pertemuan K dengan empat perempuan menambah pelik kasus yang tengah ia hadapi. Kebobrokan mental para petugas pengadilan menambah parah situasi. Apakah K akhirnya akan lolos dari jeratan hukum dan masuk penjara? Proses adalah novel karya Franz Kafka, salah satu penulis besar abad XX. Novel ini ditulis Kafka pada kurun 1914-1915 namun terbit pertama kali pada 1925. Buku ini diterjemahkan langsung dari bahasa Jerman ke bahasa Indonesia oleh Sigit Susanto, dieditori oleh penulis Eka Kurniawan dan Ika Yuliana Kurniasih.;;;;;;;;;;;;;;
Berlayar Ke Muara;Fitri Lusiana Kurniasari;Fiction;Berlayar ke Muara digambarkan seperti sebuah kapal yang sedang melakukan perjalanan atau pelayarannya ke suatu muara sungai yang besar dan indah mengagumkan. Seperti kapal yang mengarungi arus yang deras, arus yang lamban, badan sungai yang sempit, badan sungai yang luas, air yang keruh dan beriak, air yang jernih dan tenang, bebatuan, bahkan angin kencang, kehidupan pun digambarkan seolah demikian. Novel ini menceritakan tentang kehidupan seseorang yang sedang mencari kebahagiaan dalam dirinya. Seseorang yang sedang mencari ketenangan hidup. Seseorang yang sedang memaknai cinta dan kesempurnaan dengan benar dan mengenal Tuhannya. Layaknya kapal yang sedang berlayar menuju muara pelayarannya. Cerita ini digambarkan dengan kehidupan seseorang yang cukup sempurna di masa lalu. Kehidupan bersama keluarga yang harmonis, kehidupan bersama teman-teman yang menyenangkan, kehidupan cinta yang tak pernah padam, hingga kehidupan yang diliputi prestasi dan keberhasilan. Sampai suatu ketika seseorang itu dihadapkan pada peristiwa yang membuatnya kehilangan banyak hal. Kehilangan kesempurnaan pada keluarganya, pada fisiknya, pada prestasinya, hingga pada kehidupan cintanya yang membuatnya merasa tak punya bagian penting dalam hidupnya. Kecewa, merasa tidak berharga, tertekan, gelisah, sampai takut kehilangan yang luar biasa. Hingga kehidupan memaksanya benar-benar paham tentang menerima dan mencintai hidupnya bukan dengan ego semata. Kehidupan yang memaksanya mengenal dan mencintai seseorang dengan tulus, mensyukuri kehadiran seseorang yang mencintainya, memaknai cinta bukan hanya sekedar rasa, hingga mampu menjadikan keikhlasan itu sebagai kebahagiaan yang sempurna. Memaknai kehidupan ini seolah bahagia pada keadaan yang memang membuatnya bahagia, pun memaknai bahagia itu dalam keadaan ikhlas tentang jalan hidup yang tak berpihak pada ego dan keinginannya. Menerima kemanapun takdir membawanya dengan keyakinan bahwa suatu ketika perjalanan itu akan sampai pada muara bahagianya. Dengan membaca novel ini semoga kita lebih terinspirasi untuk mensyukuri kehidupan kita dan menerima seluruh jalan hidup dengan kebahagiaan yang sempurna. Karena hidup tidak pernah diciptakan seolah benar-benar sempurna, tapi hidup diciptakan agar kita mampu memaknainya dengan sempurna. Berlayar Ke Muara ini diterbitkan oleh Penerbit Deepublish dan tersedia juga dalam versi cetak*;;;;;;;;;;;;;;
Map of the invisible world;Tash Aw;Fiction;Two orphaned brothers are adopted by two different families. One a wealthy family, the other by a painter. Each wonder how the other is getting on.;;;;;;;;;;;;;;
Dari Timur *Kumpulan Cerpen;MIWF Writers;Fiction;Dari Timur adalah antologi karya penulis Indonesia Timur hasil kurasi tim Makassar International Writers Festival (MIWF). Edisi perdana ini menghadirkan puisi dan cerita pendek dari sebelas penulis yang pernah terpilih menjadi penulis undangan MIWF sejak 2011. Sajak dan cerita pendek dari Ama Achmad, Cicilia Oday, Deasy Tirayoh, Dicky Senda, Emil Amir, Erni Aladjai, Faisal Oddang, Ibe S. Palogai, Irma Agryanti, Jamil Massa, dan Mario F. Lawi akan membawa kita semakin mengenal daerah Indonesia Timur, mulai dari identitas, adat dan kebudayaan yang dijalani, hingga isu sosial yang berbeda dari setiap daerah. Selamat menjelajahi Indonesia Timur...;;;;;;;;;;;;;;
Anak Bajang Menggiring Angin;Sindhunata;Fiction;artinya samudra yang luas dan dalam, bila cinta ingin mengarungi dan terjun di dalamnya, Kawanku?tanya Anila dalam lagunya. Serentak para kera berhenti, sambil menari-nari mereka pun menjawab nyanyian Anila.itu akan menjadi telaga, dan cinta akan menjadi sepasang golek kencana di permukaan airnya. Hilanglah kedalaman lautan, musnahlah luas samudra, dan mandilah sepasang golek-kencana, bersiram-siraman dengan air telaga.artinya kedua daratan yang jauh terpisah, bila cinta hendak mempersatukannya, Kawanku?tanya Cucak Rawun.itu akan menjadi sejengkal tanah karena sayap cinta. Siapakah yang dapat terbang seperti sambaran halilintar kecuali cinta? Jangankan daratan di dunia, surga pun dalam sekejap akan disentuhnya , bila cinta sudah terbang dengan sayapnya,sahut para kera menyambut nyanyian Cucak Rawun.Inilah hari-hari cinta yang dikhayalkan para wanita. Pencuri hati seakan sudah dalam hatinya. Bunga-bunga rangin menderita sakit cinta akan lebah-lebah yang sedang mendengung-dengung di atas pohon beringin. Merak betina memanggil-manggil, suaranya bagaikan penderita cinta yang memetik gending dengan curing.*Itulah sepenggal ekspresi tentang makna cinta yang dengan sangat indah dilukiskan dalam karya sastra ini. Tak banyak karya sastra Indonesia yang dicetak-ulang berkali-kali seperti buku Anak Bajang Menggiring Angin ini. Banyak pembaca mengaku telah menemukan pegangan yang menguatkan dan mencerahkan hidupnya. Beberapa penggal kisah dan dialognya telah menyadarkan mereka akan arti penderitaan yang singgah dalam hidup mereka, akan kekuasaan atau jabatan yang mereka emban, persahabatan dan kebersamaan yang mereka jalin, keadilan dan kerendahan hati di tengah segala kepalsuan hidup.Para pengamat sastra mengatakan bahwa kisah buku ini merepresentasikan perlawanan mereka yang lemah dan tak berdaya menghadapi absurditas nasib dan kekuasaan. Dengan imajinasi simbolik yang sangat kaya disertai penggalian makna-makna filosofis yang sangat dalam, buku ini mampu menghidupkan kembali kisah klasik Ramayana dalam bentuk sebuah karya sastra yang indah namun sangat enak untuk dinikmati.;;;;;;;;;;;;;;
Laskar pemimpi;Nurhady Sirimorok;Fiction;Literary criticism on Andrea Hirata, an Indonesian writer.;;;;;;;;;;;;;;
The Paragon Plan;Aranindy;Fiction;When the puppet master meets the puppet master. All of you have been tricked. They don't seek attention, praise, or love. They just want your loyalty to bring them to the top. Elgar Birendra, sang aktor jenius yang sejak awal ditetapkan sebagai tokoh utama pria di film Estuaria. Lewat program acara Finding Estuarian, ia memiliki tugas untuk memutuskan siapa aktris yang pantas menjadi lawan mainnya. Felli Kusuma yang ceria, Arin Putri yang dingin, serta Katyana Magani yang anggun. Ketiganya merupakan tiga aktris terkenal yang akan memperebutkan peran sebagai Grisha, sang tokoh utama wanita. Namun, hanya ada satu orang yang benar-benar berhasil mengusik Elgar. Seseorang yang diam-diam memiliki kebusukan sama seperti dirinya ...;;;;;;;;;;;;;;
The Lord of the Rings#1: Sembilan Pembawa Cincin (The Lord of the Rings Fellowship);J.R.R. Tolkien;Fiction;Di sebuah desa yang tenang di Shire, seorang hobbit muda bernama Frodo Baggins mendapat warisan cincin bertuah yang menyimpan kekuatan dahsyat. Agar cincin utama itu tidak jatuh ke tangan Sauron yang jahat, Frodo mesti mengadakan perjalanan panjang dan penuh bahaya ke gunung api di Mordor, untuk memusnahkan cincin tersebut. Bersama kedelapan sahabatnya, ia berangkat. Dipimpin oleh Gandalf sang penyihir, kesembilan pembawa cincin itu memulai perjalanan. Tapi Sauron dan para anak buahnya tidak tinggal diam.;;;;;;;;;;;;;;
MetroPop: All That Is Lost Between Us;Winna Efendi;Fiction;"ÃEIt's good to see you, Bee.""Bee dan Bas. Dulu sekali, kami pernah menjadi kesatuan dalam kalimat yang sama. Sebelas tahun lalu, Bee meminta Bas untuk pergi. Dokter ahli bedah pediatri tersebut pindah dari kota ke kota, bekerja di berbagai rumah sakit, sebelum berakhir di klinik sederhana di kota kecil pedalaman Australia. Di sana, Bas akhirnya memutuskan berhenti berlari, kembali ke Melbourne, dan memulai segalanya dari awal. Di sisi lain, Bee menenggelamkan diri dalam pekerjaannya sebagai dokter Unit Gawat Darurat dengan segala kekacauannya. Dia sama sekali tidak menyangka akan bertemu kembali dengan Bas di rumah sakit tempatnya bekerja. Bee tak berencana hidup di masa lalu-";;;;;;;;;;;;;;
Cerita dari Digul (2022);Pramoedya Ananta Toer;Fiction;Cerita dari Digul merupakan kumpulan tulisan karya para eka-Digulis. Mereka pernah dibuang sebagai tahanan politik semasa pemerintahan kolonial hindia-belanda. Berbagai cerita itu, yang sungguh-sungguh terjadi, mengisahkan suka-duka mereka dalam mempertahankan hidup di tanah buang Digul, Papua Barat. Getir dan mengharukan.;;;;;;;;;;;;;;
Mantappu Jiwa *Buku Latihan Soal;Jerome Polin Sijabat;Fiction;E€EJadi ini buku latihan soal matematika ya, Jer?E€E Bukan! Kata orang, selama masih hidup, manusia akan terus menghadapi masalah demi masalah. Dan itulah yang akan kuceritakan dalam buku ini, yaitu bagaimana aku menghadapi setiap persoalan di dalam hidupku. Dimulai dari aku yang lahir dekat dengan hari meletusnya kerusuhan di tahun 1998, bagaimana keluargaku berusaha menyekolahkanku dengan kondisi ekonomi yang terbatas, sampai pada akhirnya aku berhasil mendapatkan beasiswa penuh S1 di Jepang. Manusia tidak akan pernah lepas dari masalah kehidupan, betul. Tapi buku ini tidak hanya berisi cerita sedih dan keluhan ini-itu. Ini adalah catatan perjuanganku sebagai Jerome Polin Sijabat, pelajar Indonesia di Jepang yang iseng memulai petualangan di YouTube lewat channel Nihongo Mantappu. Yuk, naik roller coaster di kehidupanku yang penuh dengan kalkulasi seperti matematika. It may not gonna be super fun, but I promise it would worth the ride. Minasan, letE€Es go, MANTAPPU JIWA!;;;;;;;;;;;;;;
Classics: Kisah Perjalanan Dokter Dolittle (The Voyages of Doctor Dolittle);Hugh Lofting;Fiction;The Voyages of Doctor Dolittle---Kisah-Kisah Perjalanan Dokter Dolittle---by Hugh Lofting---384 hlm. Sinopsis Dokter Dolittle pergi berlayar bersama Tommy Stubbins, asisten kecilnya, juga Polynesia si burung nuri dan Chee-Chee si monyet, serta beberapa teman setianya ke Pulau Monyet Laba-Laba. Di tengah perjalanan, kapal mereka karam dan mereka mendarat di sebuah pulau terapung yang misterius. Di sana mereka bertemu dengan siput raksasa yang menyimpan suatu rahasia yang luar biasa.;;;;;;;;;;;;;;
SagaraS;Tere Liye;Fiction;*Rilis resmi ebook SagaraS 1. Ebook ini hanya ada di Google Play Books. Berbayar. Tidak gratis. 2. Di luar akses ini, maka 100% bajakan. Ilegal. Mencuri. Mulai dari yg dibagikan di twitter, line, TELEGRAM, academia, scribd, wattpad, dll. Semua mencuri. 3. Catat baik2, kerugian penulis atas ebook ilegal itu ratusan milyar per tahun. Itu tidak kecil. 4. Adalah fakta, banyak penggemar serial BUMI, yang mengaku fans sejati, mengaku suka dengan Ali, Raib dan Seli, tapi mereka membaca dari ebook ilegal. Membagikan file2, seolah itu milik mereka. Dan orang2 ini sebenarnya tidak miskin. Di rumah punya motor, mobil, orang tuanya punya pekerjaan, dll. 5. Jika kalian masih peduli, masih mau serial ini lanjut, mulailah menghargai karya penulis 6. Nah, jika kalian memang tidak punya uang, ada loh cara lain yg lebih mudah. Dan gratis. Pinjam ke teman kamu yg punya buku fisiknya. Itu jauh lebih mulia dan terhormat. Hanya bersabar dikit, dan usaha dikit. 7. Kami menghimbau kepada pembajak. Kami tahu, kalian sudah menunggu2 file ini bukan? Kalian memang lebih setan dibanding setan. Kalian benci sekali dengan Tere Liye (bahkan mencacinya jadi trending topics di twitter) gara2 Tere Liye melawan pembajakan, kalian benci sekali dengan dia, bukan? Tapi lucunya, kalian paling depan ikutan PO, paling duluan beli ebook, agar bisa segera mencetak bajakannya. Ambyar. 8. Kami minta maaf selalu menyelipkan ngomel2 setiap merilis ebook ini. Satu saja pembaca ini insyaf, itu sudah kemajuan berarti. Dan kami tdk akan berhenti terus mengedukasi.;;;;;;;;;;;;;;
BIBI GILL (buku ke-12);Tere Liye;Fiction;BIBI GILL adalah buku ke-12. Sejak kecil, hidupnya adalah tragedi! Lahir di tempat yang hanya mengenal matahari 24 jam, sisanya gelap. Kehilangan seluruh orang-orang yang sangat disayanginya, orang tua, adik-kakak, sahabat sejati, pasangan, anak, berkali-kali. Gelap. Hitam. Dua sisi mengerikan. Bagaimana dia menebus semuanya? Bagaimana dia bisa menjadi petarung terkuat yang pernah ada. Sekali dia melepas teknik beku itu, bahkan Ceros, Si Tanpa Mahkota, bukan lawan setaranya. Buku ini adalah versi unedited, fresh dari penulis. Jika kalian menemukan typo, dll harap dimaklumi.;;;;;;;;;;;;;;
NEBULA (unedited version);Tere Liye;Fiction;Buku ke-7 Petualangan Raib, Ali dan Seli. Buku ini lanjutan dari SELENA. Menceritakan siapa orang tua RAIB. Dan kebangkitan musuh besar mereka yang baru. **Novel ini adalah naskah awal (asli) dari penulis;;;;;;;;;;;;;;
