title,authors,categories,description
Mathematical Cognition and Understanding,"['Katherine M. Robinson', 'Adam K. Dubé', 'Donna Kotsopoulos']",['Education'],"This book focuses on elementary and middle school children’s understanding of mathematics as well as the cognitive aspects involved in the development of mathematical knowledge, skills, and understanding. Children’s success in and understanding of mathematics stem from factors beyond the mathematics curriculum. Researchers are increasingly becoming aware of the necessity to consider a complex set of variables when accounting for large individual differences in mathematics achievement. These chapters contribute to how both researchers and educators can consider the multidimensionality of skills involved in developing mathematical knowledge in the middle school years as well as to how this knowledge can be used to enhance practices in the mathematics classroom. Topics include the cognitive and spatial skills involved in mathematics knowledge, the role of motivation in mathematics learning, the neurological processes and development of children’s mathematics skills, the development of understanding of arithmetic and fraction concepts, the factors relating to children’s word problem success, and techniques to promote mathematics understanding. This book and its companion, Mathematical Teaching and Learning, take an interdisciplinary perspective to mathematical learning and development in the elementary and middle school years. The authors and perspectives in this book draw from education, neuroscience, developmental psychology, and cognitive psychology. The book will be relevant to scholars/educators in the field of mathematics education and also those in childhood development and cognition. Each chapter also includes practical tips and implications for parents as well as for educators and researchers."
Using Mobile Technologies in the Teaching and Learning of Mathematics,"['Nigel Calder', 'Kevin Larkin', 'Nathalie Sinclair']",['Education'],"Mobile technologies influence the way that we interact with the world, the way that we live. We use them for communication, entertainment, information and research. In education settings, there has been substantial investment in mobile devices, often without a concomitant investment in developing pedagogy and practices. With mobile technologies evolving rapidly, and the number of educational apps growing, there is a need for research into how they facilitate mathematics learning. Such research is of particular importance regarding how such devices may be used to open up new ways of envisaging mathematics and mathematics education, and to help develop conceptual rather than procedural or declarative knowledge. This volume draws upon international research and reports on a range of research projects that have incorporated mobile technologies for mathematics education. It presents research on the use of mobile technologies, such as iPads, iPods, iPhones, Androids, and Tablets, across a diverse range of cultures, year levels and contexts. It examines the ways in which mobile technologies, including apps, might influence students’ engagement, cognition, collaboration and attitudes, through the reshaping of the learning experience. In addition, the book presents appropriate ways to integrate mobile technologies into teaching and learning programmes. It is a significant reference book for those involved with teaching mathematics or using mobile technologies in education, while also offering insights and examples that are applicable to the use of digital technologies in education generally."
School Mathematics Textbooks In China: Comparative Studies And Beyond,"['Jianpan Wang', 'Lianghuo Fan', 'Binyan Xu']",['Mathematics'],"Our collected work contains mathematics education research papers. Comparative studies of school textbooks cover content selection, compilation style, representation method, design of examples and exercises, mathematics investigation, the use of information technology, and composite difficulty level, to name a few. Other papers included are about representation of basic mathematical thought in school textbooks, a study on the compilation features of elementary school textbooks, and a survey of the effect of using new elementary school textbooks."
Vedic Mathematics for Schools,['James T. Glover'],['Juvenile Nonfiction'],"Vedic Mathematics for Schools, Book 2 is intended as a first year textbook for senior schools or for children aiming for examination at 11+. It is based on the fundamental principles of Vedic mathematics which were reconstructed earlier this century by Sri Sankaracarya Bharati Krsna Tirthaji. Although the sutras may well be very ancient, practice and experience have shown that they are highly relevant and useful to the modern-day teaching of mathematics. They are entirely applicable to modern problems and even to modern approaches to mathematics. Topics covered include the four rules of number, fractions and decimals, simplifying and solving in algebra, perimeters and areas, ratio and proportion, percentages, averages, graphs, angles and basic geometrical constructions. The book contains step-by-step worked examples with explanatory notes together with over two hundred practice exercises. The material in this book is currently used at schools around the world assocaited with the Education Renaissance Trust."
Hearings on Mathematics and Science Education,"['United States. Congress. House. Committee on Education and Labor. Subcommittee on Elementary, Secondary, and Vocational Education']",['Federal aid to education'],N/A
Issues in Mathematics Teaching,['Peter Gates'],['Education'],"Containing a range of issues relating to the teaching of mathematics, this text builds on knowledge already gained on ITT and PGCE courses and encourages teachers to consider and reflect on the issues that affect their teaching skills."
N/A,N/A,['Conservation of natural resources'],N/A
Critical Issues in Mathematics Education,"['Philip Clarkson', 'Norma C. Presmeg']",['Education'],"Critical Issues in Mathematics Education presents the significant contributions of Professor Alan Bishop within the mathematics education research community. Six critical issues, each of which have had paramount importance in the development of mathematics education research, are reviewed and include a discussion of current developments in each area. Teacher decision making, spatial/visualizing geometry, teachers and research, cultural/social aspects of mathematics education, sociopolitical issues, and values serve as the basic issues discussed in this examination of mathematics education over the last fifty years during which Professor Bishop has been active in the field. A comprehensive discussion of each of these topics is realized by offering the reader a classic research contribution of Professor Bishop’s together with commentary and invited chapters from leading experts in the field of mathematics education. Critical Issues in Mathematics Education will make an invaluable contribution to the ongoing reflection of mathematic education researchers worldwide, but also to policy makers and teacher educators who wish to understand some of the key issues with which mathematics education has been and still is concerned, and the context within which Professor Bishop’s key contributions to these research issues were made."
N/A,N/A,['Conservation of natural resources'],N/A
Mathematics Learning in Early Childhood,"['National Research Council', 'Division of Behavioral and Social Sciences and Education', 'Center for Education', 'Committee on Early Childhood Mathematics']",['Education'],"Early childhood mathematics is vitally important for young children's present and future educational success. Research demonstrates that virtually all young children have the capability to learn and become competent in mathematics. Furthermore, young children enjoy their early informal experiences with mathematics. Unfortunately, many children's potential in mathematics is not fully realized, especially those children who are economically disadvantaged. This is due, in part, to a lack of opportunities to learn mathematics in early childhood settings or through everyday experiences in the home and in their communities. Improvements in early childhood mathematics education can provide young children with the foundation for school success. Relying on a comprehensive review of the research, Mathematics Learning in Early Childhood lays out the critical areas that should be the focus of young children's early mathematics education, explores the extent to which they are currently being incorporated in early childhood settings, and identifies the changes needed to improve the quality of mathematics experiences for young children. This book serves as a call to action to improve the state of early childhood mathematics. It will be especially useful for policy makers and practitioners-those who work directly with children and their families in shaping the policies that affect the education of young children."
The Professional Education and Development of Teachers of Mathematics,"['Ruhama Even', 'Deborah Loewenberg Ball']",['Education'],"The premise of the 15th ICMI Study is that teachers are key to students' opportunities to learn mathematics. What teachers of mathematics know, care about, and do is a product of their experiences and socialization, together with the impact of their professional education. The Professional Education and Development of Teachers of Mathematics assembles important new international work- development, research, theory and practice - concerning the professional education of teachers of mathematics. As it examines critical areas to reveal what is known and what significant questions and problems warrant collective attention, the volume also contributes to the strengthening of the international community of mathematics educators. The Professional Education and Development of Teachers of Mathematics is of interest to the mathematics education community as well as to other researchers, practitioners and policy makers concerned with the professional education of teachers."
Classics in the History of Greek Mathematics,['Jean Christianidis'],['Mathematics'],"The twentieth century is the period during which the history of Greek mathematics reached its greatest acme. Indeed, it is by no means exaggerated to say that Greek mathematics represents the unique field from the wider domain of the general history of science which was included in the research agenda of so many and so distinguished scholars, from so varied scientific communities (historians of science, historians of philosophy, mathematicians, philologists, philosophers of science, archeologists etc. ), while new scholarship of the highest quality continues to be produced. This volume includes 19 classic papers on the history of Greek mathematics that were published during the entire 20th century and affected significantly the state of the art of this field. It is divided into six self-contained sections, each one with its own editor, who had the responsibility for the selection of the papers that are republished in the section, and who wrote the introduction of the section. It constitutes a kind of a Reader book which is today, one century after the first publications of Tannery, Zeuthen, Heath and the other outstanding figures of the end of the 19th and the beg- ning of 20th century, rather timely in many respects."
Researching Mathematics Education in South Africa,"['Renuka Vithal', 'Jill Adler', 'Christine Keitel']",['Education'],"Reflecting on the theoretical and ideological work that has contributed to the growth of mathematics education research in South Africa, this study provides a historical analysis of forces that have changed and shaped mathematics curricula over the years. The themes researched and explored include radical pedagogy, progressive classroom practices, ethnomathematics, and South African mathematics education research within both its local and international contexts."
"The Social Relations of Physics, Mysticism, and Mathematics",['S. Restivo'],['Gardening'],"Sal Restivo's book is a major achievement in the sociology of science and mathematics. It is exciting to read and constitutes a creative, wide-ranging exploration of the connections between physics and mysticism, between the natural science and the humanities. Of particular interest is his attempt to show the emergence of abstraction and of formal disciplines in science by relating them to the structure of social interests in society. All told, this book challenges the separation of C.P. Snow's two cultures' and is an original attempt to overcome the chasms between the natural sciences, the humanities, and the social sciences. The implications of the book's content certainly go far beyond its title.' Prof. W. Heydebrand, New York University"
Definitions of Some Mathematical Terms for 11-18 Year Olds,['Brainard Braimah'],['Mathematics'],"These definitions are essential to the study of Mathematics at the target age range. The book provides clear and simple definitions supported by examples and diagrams. Nearly 1000 mathematical terms are defined. The book is a reference for pupils, parents and mathematics teachers who are not mathematics specialists. The publication is an important resource for classroom practitioners for Mathematics. It is intended for teachers to explain clearly most of the Mathematical concepts learners will encounter. This has been done, with the needs of teachers and learners in mind, in a simple way and with examples to illustrate and enhance the meaning and application of key concepts. It is a must have publication. A great resource in the classroom, library and home. The Author has used his extensive experience to highlight the need for such a publication and has undertaken a remarkable task in producing this for practitioners in the classroom. Mr. Braimah is a village boy from Ghana who does not even know his correct age. An experienced Mathematics teacher, founder of after-school classes now in their 19th year, and possessor of an MBE, he is echoing the government's concern about the paucity of black role models for teenagers teetering on the edge of disillusion. ""It's not just individual role models either,"" he said. Brainard Braimah, who has established and maintained a number of charities to improve employment and prospects for young people, won the Lifetime Difference Award in 2005. I am or have been a member of the following committees: CHEL, Education 2000 (Learning Partnership) Leeds West Indian Carnival, Leeds West Indian Centre and F1 Business Support. Trustee for Wade Charity, Regional Committee Member for Children in Need, Regional panel member for NCH - Action for Children (Family Finders) and a School Governor."
Becoming a Primary Mathematics Specialist Teacher,"['Gina Donaldson', 'Jenny Field', 'Dave Harries', 'Clare Tope', 'Helen Taylor']",['Education'],"What is the role of the mathematics specialist? What is deep subject knowledge in mathematics? What sort of pedagogical knowledge does a mathematics specialist need? How can you best support your colleagues to improve mathematics teaching and learning? Becoming a Primary Mathematics Specialist Teacher helps you explore the role of the specialist in promoting positive attitudes towards mathematics and developing the teaching and learning of mathematics in your primary school. Illustrated throughout with classroom-based examples and referenced to relevant research, it is designed to support your development as a reflective practitioner who can confidently review and develop practice in your own classroom, as well as challenge and move the whole school forward through collaborative professional development. Essential topics explored include: The nature of the role of the primary mathematics specialist Understanding how attitudes to mathematics evolve, and why it is crucial to challenge and change negativity What we mean by deep subject knowledge in primary mathematics Pedagogical knowledge of how mathematics is taught and learned The skills of coaching and mentoring to support teachers and teaching assistants Unpicking the principles of progression for high quality teaching in all years groups The key features of deep subject knowledge and pedagogy in three areas of the curriculum: multiplication, time and data handling. Becoming a Primary Mathematics Specialist Teacher is an essential source of guidance and ideas for all primary school teachers aiming to achieve Mathematics Specialist status or already taking this role, those studying primary mathematics as a specialism and at masters level, and for all primary mathematics co-ordinators."
Changing Images in Mathematics,"['Umberto Bottazini', 'Amy Dahan Dalmedico']",['History'],"This book focuses on some of the major developments in the history of contemporary (19th and 20th century) mathematics as seen in the broader context of the development of science and culture. Avoiding technicalities, it displays the breadth of contrasting images of mathematics favoured by different countries, schools and historical movements, showing how the conception and practice of mathematics changed over time depending on the cultural and national context. Thus it provides an original perspective for embracing the richness and variety inherent in the development of mathematics. Attention is paid to the interaction of mathematics with themes whose proper treatment have been neglected by the traditional historiography of the discipline, such as the relationship between mathematics, statistics and medicine."
Teaching Secondary Mathematics,"['Gregory Hine', 'Robyn Reaburn', 'Judy Anderson', 'Linda Galligan', 'Colin Carmichael', 'Michael Cavanagh', 'Bing Ngu', 'Bruce White']",['Education'],A valuable resource for pre-service teachers who wish to integrate contemporary technology into teaching key mathematical concepts.
Design Science and Its Importance in the German Mathematics Educational Discussion,"['Marcus Nührenbörger', 'Bettina Rösken-Winter', 'Chun Ip Fung', 'Ralph Schwarzkopf', 'Erich Christian Wittmann', 'Kathrin Akinwunmi', 'Felix Lensing', 'Florian Schacht']",['Education'],"This ICME-13 Topical Survey reviews the state-of-the-art by first exploring the roots and scope of design science. Second, it presents two examples of current design science projects that focus on substantial learning environments including a student and a teacher perspective. Subsequently, the book elaborates on how empirical research can be conceptualised within design science. Lastly, it explores developments in design science from a national and international perspective, while also discussing current trends in design research. Within the German-language tradition, considering ‘mathematics education as a design science’ primarily draws on the works of Wittmann. The core of this approach constitutes designing and investigating learning environments that involve substantial mathematics."
Uses of Technology in Primary and Secondary Mathematics Education,"['Lynda Ball', 'Paul Drijvers', 'Silke Ladel', 'Hans-Stefan Siller', 'Michal Tabach', 'Colleen Vale']",['Education'],"This book provides international perspectives on the use of digital technologies in primary, lower secondary and upper secondary school mathematics. It gathers contributions by the members of three topic study groups from the 13th International Congress on Mathematical Education and covers a range of themes that will appeal to researchers and practitioners alike. The chapters include studies on technologies such as virtual manipulatives, apps, custom-built assessment tools, dynamic geometry, computer algebra systems and communication tools. Chiefly focusing on teaching and learning mathematics, the book also includes two chapters that address the evidence for technologies’ effects on school mathematics. The diverse technologies considered provide a broad overview of the potential that digital solutions hold in connection with teaching and learning. The chapters provide both a snapshot of the status quo of technologies in school mathematics, and outline how they might impact school mathematics ten to twenty years from now."
N/A,N/A,['Education'],"The book tries to explain the Finnish teacher education and school system as well as Finnish children’s learning environment at the level of the comprehensive school, and thus give explanations for the Finnish PISA success. The book is a joint enterprise of Finnish teacher educators."
Teaching Secondary Mathematics,"['David Rock', 'Douglas K. Brumbaugh']",['Education'],"Solidly grounded in up-to-date research, theory and technology, Teaching Secondary Mathematics is a practical, student-friendly, and popular text for secondary mathematics methods courses. It provides clear and useful approaches for mathematics teachers, and shows how concepts typically found in a secondary mathematics curriculum can be taught in a positive and encouraging way. The thoroughly revised fourth edition combines this pragmatic approach with truly innovative and integrated technology content throughout. Synthesized content between the book and comprehensive companion website offers expanded discussion of chapter topics, additional examples and technological tips. Each chapter features tried-and-tested pedagogical techniques, problem solving challenges, discussion points, activities, mathematical challenges, and student-life based applications that will encourage students to think and do. New to the 4th edition: A fully revised and updated chapter on technological advancements in the teaching of mathematics Connections to both the updated NCTM Focal Points as well as the new Common Core State Standards are well-integrated throughout the text Problem solving challenges and sticky questions featured in each chapter to encourage students to think through everyday issues and possible solutions. A fresh interior design to better highlight pedagogical elements and key features A companion website with chapter-by-chapter video lessons, teacher tools, problem solving Q&As, helpful links and resources, and embedded graphing calculators."
How Chinese Teach Mathematics,"['Lianghuo Fan', 'Ngai-Ying Wong', 'Jinfa Cai', 'Shiqi Li']",['Education'],"This unique book represents another concerted research effort concerning Chinese mathematics education, with contributions from the world's leading scholars and most active researchers. The book presents the latest original research work with a particular focus on the ""teaching"" side of Chinese mathematics education to a wide international audience. There are mainly three sections in the book. The first section introduces readers to a historical and contemporary perspective, respectively, on traditional mathematical teaching in ancient China and on how modern Chinese mathematics teachers teach and pursue their pre-service training and in-service professional development. The second section presents studies investigating a wide range of issues at both the macro- and micro-levels on how Chinese mathematics teachers teach mathematics. The third section focuses on Chinese mathematics teachers, investigating issues about their knowledge, belief, teacher training and professional development. Like its predecessor, How Chinese Learn Mathematics: Perspectives from Insiders, this book is a must for educational researchers, practitioners, and policy-makers who are interested in knowing more about mathematics teaching, teachers, teacher education and professional development concerning Chinese teachers and learners. Contents:Focusing on Chinese Mathematics Teaching, Teachers and Teacher Education: An IntroductionHistorical and Contemporary Perspectives:The Wisdom of Traditional Mathematical Teaching in China (DAI Qin and CHEUNG Ka Luen) How Chinese Teachers Teach Mathematics and Pursue Professional Development: Perspectives from ContemporaryInternational Research (FAN Lianghuo, MIAO Zhenzhen and MOK Ah Chee Ida) Understanding the Chinese Ways of Teaching Mathematics: Mathematics Teaching in a Chinese Classroom: A Hybrid-Model Analysis of Opportunities for Students' Learning (HUANG Rongjin, MILLER L Diane and TZUR Ron)Achieving Coherence in the Mathematics Classroom: Toward a Framework for Examining Instructional Coherence (WANG Tao, CAI Jinfa and HWANG Stephen) Elementary School Teachers' Instruction in Measurement: Cases of Classroom Teaching of Spatial Measurement in Taiwan (HUANG Hsin-Mei E) Pedagogical and Curriculum Potentials of Homework: A Case Study about Geometric Proofs in Shanghai (FANG Yanping) Teaching Calculation of Time Intervals: Comparing Mathematics Competence of Students in Macau, Hong Kong and the Netherlands (LI Titus Siu Pang) Teaching Number Sense via Interactive Multimedia in a Primary School in Taiwan (YANG Der-Ching, CHEN Pei-Chieh, TSAI Yi Fang and HSIEH Tien-Yu)Teaching Geometrical Theorems in Grade 8 Using the “Shen Tou” Method: A Case Study in Shanghai (DING Liping, JONES Keith and ZHANG Dianzhou) Implementation of Objectives Based on the Curriculum Standards: A Case of Teaching Using Letter to Represent Number at a Chinese Primary School in Chinese Mainland (HUANG Xingfeng, YANG Jinglei and LI Shiqi) Chinese Project-based Classroom Practices: Promoting Students' Engagement in Mathematical Activities (XU Binyan and ZHU Guangtian)A Large-Scale Video Survey on Taiwanese Fourth-Grade Classrooms of Mathematical Teaching Behaviors (LEE Yuan-Shun and LIN Fou-Lai) Features of Exemplary Lessons under the Curriculum Reform in Chinese Mainland: A Study of Thirteen Elementary Mathematics Lessons (MA Yunpeng and ZHAO Dongchen) Qingpu Mathematics Teaching Reform and Its Impact on Student Learning (GU Lingyuan, YANG Yudong and HE Zhenzhen)Chinese Mathematics Teachers, Teacher Education and Teacher Professional Development:Beliefs, Knowledge and Teaching: A Series of Studies about Chinese Mathematics Teachers (ZHANG Qiaoping and WONG Ngai-Ying)What Makes a Master Teacher? A Study of Thirty-One Mathematics Master Teachers in Chinese Mainland (FAN Lianghuo, ZHU Yan and TANG Caibin)Chinese Teachers' Mathematics Beliefs in the Context of Curriculum Reform (CHEN Qian and LEUNG Koon Shing Frederick) ""Same Content Different Designs"" Activities and Their Impact on Prospective Mathematics Teachers' Professional Development: The Case of Nadine (YUAN Zhiqiang and LI Xuhui)Exploration into Chinese Mathematics Teachers' Perceptions of Concept Map (JIN Haiyue, LU Jun and ZHONG Zhihua) Assisting Teachers in Maintaining High-Level Cognitive Demands of Mathematical Tasks in Classroom Practices: A Training Course in Taiwan (LIN Pi-Jen and TSAI Wen-Huan) The Relationships between Religious Beliefs and Teaching among Mathematics Teachers in Chinese Mainland, Taiwan and Hong Kong (LEU Yuh-Chyn, CHAN Yip-Cheung and WONG Ngai-Ying)Epilogue: Why the Interest in the Chinese Learner? (FAN Lianghuo, WONG Ngai-Ying, CAI Jinfa and LI Shiqi) Readership: Researchers, educators, lecturers, and graduate students in mathematics and education. Keywords:Mathematics;Mathematics Teaching and Learning;Mathematics Education;Chinese Education;China Study;Asian EducationKey Features:Concerted research effort. The book is well-planned, structured, and organizedUnique treatment of the topic: comprehensive and in-depth coverage on teaching, teacher, and teacher education for a wide range of international readersProminent authors and contributors: Many of them are the world's leading scholars or most active researchers"
Proceedings of the Fourth International Congress on Mathematical Education,"['M. Zweng', 'Green', 'Kilpatrick', 'Pollack', 'Suydam']",['Mathematics'],"Henry O. Pollak Chairman of the International Program Committee Bell Laboratories Murray Hill, New Jersey, USA The Fourth International Congress on Mathematics Education was held in Berkeley, California, USA, August 10-16, 1980. Previous Congresses were held in Lyons in 1969, Exeter in 1972, and Karlsruhe in 1976. Attendance at Berkeley was about 1800 full and 500 associate members from about 90 countries; at least half of these come from outside of North America. About 450 persons participated in the program either as speakers or as presiders; approximately 40 percent of these came from the U.S. or Canada. There were four plenary addresses; they were delivered by Hans Freudenthal on major problems of mathematics education, Hermina Sinclair on the relationship between the learning of language and of mathematics, Seymour Papert on the computer as carrier of mathematical culture, and Hua Loo-Keng on popularising and applying mathematical methods. Gearge Polya was the honorary president of the Congress; illness prevented his planned attendence but he sent a brief presentation entitled, ""Mathematics Improves the Mind"". There was a full program of speakers, panelists, debates, miniconferences, and meetings of working and study groups. In addition, 18 major projects from around the world were invited to make presentations, and various groups representing special areas of concern had the opportunity to meet and to plan their future activities."
How Chinese Teach Mathematics and Improve Teaching,"['Yeping Li', 'Rongjin Huang']",['Education'],"How Chinese Teach Mathematics and Improve Teaching builds upon existing studies to examine mathematics classroom instruction in China. It combines contributions from Chinese scholars with commentary from key Western scholars to offer multiple perspectives in viewing and learning about some important and distinctive features of mathematics classroom instruction. Viewing classroom instruction as part of teachers’ instructional practices, this book goes beyond teachers’ in-classroom instructional practice by also examining Chinese teachers’ approaches and practices in developing and improving teaching. Through this unique approach, How Chinese Teach Mathematics and Improve Teaching expands and unpacks the otherwise fragmented knowledge about Chinese practices in developing and carrying out mathematics classroom instruction. This book is indispensible reading for those interested in Chinese practices in mathematics teaching, and is a key book for teacher educators, school administrators and policy makers in expanding ways of supporting and helping mathematics teachers in instructional development and improvement."
How the Brain Learns Mathematics,['David A. Sousa'],['Education'],"Learn how the brain processes mathematical concepts and why some students develop math anxiety! David A. Sousa discusses the cognitive mechanisms for learning mathematics and the environmental and developmental factors that contribute to mathematics difficulties. This award-winning text examines: Children’s innate number sense and how the brain develops an understanding of number relationships Rationales for modifying lessons to meet the developmental learning stages of young children, preadolescents, and adolescents How to plan lessons in PreK–12 mathematics Implications of current research for planning mathematics lessons, including discoveries about memory systems and lesson timing Methods to help elementary and secondary school teachers detect mathematics difficulties Clear connections to the NCTM standards and curriculum focal points"
The Mathematics of Harmony,"['Alekse? Petrovich Stakhov', 'Scott Anthony Olsen']",['Mathematics'],"Assisted by Scott Olsen (Central Florida Community College, USA) This volume is a result of the author's four decades of research in the field of Fibonacci numbers and the Golden Section and their applications. It provides a broad introduction to the fascinating and beautiful subject of the ?Mathematics of Harmony,? a new interdisciplinary direction of modern science. This direction has its origins in ?The Elements? of Euclid and has many unexpected applications in contemporary mathematics (a new approach to a history of mathematics, the generalized Fibonacci numbers and the generalized golden proportions, the ?golden? algebraic equations, the generalized Binet formulas, Fibonacci and ?golden? matrices), theoretical physics (new hyperbolic models of Nature) and computer science (algorithmic measurement theory, number systems with irrational radices, Fibonacci computers, ternary mirror-symmetrical arithmetic, a new theory of coding and cryptography based on the Fibonacci and ?golden? matrices).The book is intended for a wide audience including mathematics teachers of high schools, students of colleges and universities and scientists in the field of mathematics, theoretical physics and computer science. The book may be used as an advanced textbook by graduate students and even ambitious undergraduates in mathematics and computer science."
Didactics of Mathematics as a Scientific Discipline,"['Rolf Biehler', 'Roland W. Scholz', 'Rudolf Sträßer', 'Bernard Winkelmann']",['Education'],"Didactics of Mathematics as a Scientific Discipline describes the state of the art in a new branch of science. Starting from a general perspective on the didactics of mathematics, the 30 original contributions to the book, drawn from 10 different countries, go on to identify certain subdisciplines and suggest an overall structure or `topology' of the field. The book is divided into eight sections: (1) Preparing Mathematics for Students; (2) Teacher Education and Research on Teaching; (3) Interaction in the Classroom; (4) Technology and Mathematics Education; (5) Psychology of Mathematical Thinking; (6) Differential Didactics; (7) History and Epistemology of Mathematics and Mathematics Education; (8) Cultural Framing of Teaching and Learning Mathematics. Didactics of Mathematics as a Scientific Discipline is required reading for all researchers into the didactics of mathematics, and contains surveys and a variety of stimulating reflections which make it extremely useful for mathematics educators and teacher trainers interested in the theory of their practice. Future and practising teachers of mathematics will find much to interest them in relation to their daily work, especially as it relates to the teaching of different age groups and ability ranges. The book is also recommended to researchers in neighbouring disciplines, such as mathematics itself, general education, educational psychology and cognitive science."
Handbook of the History and Philosophy of Mathematical Practice,['Bharath Sriraman'],N/A,N/A
Mathematics Education from an Asian Perspective (Penerbit USM),"['Lim Chap Sam', 'Chew Cheng Meng', 'Sriraman Bharath']",['Mathematics'],"This book presents an exceptional collection of 11 articles on contemporary research studies that address current and critical issues of researches, theories and practices in the fields of mathematics education at various levels from primary to tertiary education. In addition, the book covers various innovative research studies from both local and abroad such as cognitive diagnostic assessment (CDA) and assessment for learning (AfL), teaching and learning of mathematics using the dynamic geometry software (DGS), action-process-object-schema (APOS) theory and relationship mapping and inverse (RMI) principle, as well as mathematics lesson structure (MLS) and collaborative lesson research (CLR). The contents of this book should be of interest to both national and international researchers and scholars, particularly mathematics educators, mathematics education researchers, teacher trainers, university students, teachers, curriculum planners, as well as policymakers."
N/A,N/A,['Education'],"Every four years, beginning in 1984, the Mathematics Education Research Group of Australasia (MERGA) produces a review of Australasian research in mathematics education. The authors of the chapters in this volume have summarised and critiqued research conducted during the period 2004-2007."
"Improving Primary Mathematics Education, Teaching and Learning","['Mellony Graven', 'Hamsa Venkat']",['Education'],"This book focuses on how to improve the teaching and learning of primary level mathematics education within resource-constrained contexts. It builds on two large numeracy projects within South Africa which speak to broader, global concerns and highlight how research and development not only enables one to meet ethical imperatives but also explore how further interventions can be developed. Teacher and research communities must work together to create mutually beneficial relationships and establish a cohesive understanding of the requirements of primary mathematics education."
N/A,N/A,['Education'],"This fourth volume addresses teacher educators’ knowledge, learning and practice with teachers/instructors of mathematics. It provides practical, professional and theoretical perspectives of different approaches/activities/programmes to promote effective teacher education practice, with valuable implications for research."
Practice-Oriented Research in Tertiary Mathematics Education,"['Rolf Biehler', 'Michael Liebendörfer', 'Ghislaine Gueudet', 'Chris Rasmussen', 'Carl Winsløw']",['Education'],"This edited volume presents a broad range of original practice-oriented research studies about tertiary mathematics education. These are based on current theoretical frameworks and on established and innovative empirical research methods. It provides a relevant overview of current research, along with being a valuable resource for researchers in tertiary mathematics education, including novices in the field. Its practice orientation research makes it attractive to university mathematics teachers interested in getting access to current ideas and results, including theory-based and empirically evaluated teaching and learning innovations. The content of the book is spread over 5 sections: The secondary-tertiary transition; University students' mathematical practices and mathematical inquiry; Research on teaching and curriculum design; University students’ mathematical inquiry and Mathematics for non-specialists."
Researching the Socio-Political Dimensions of Mathematics Education,"['Paola Valero', 'Robyn Zevenbergen']",['Education'],Mathematics education research as a discipline is situated at the confluence of an array of diffuse‚ seemingly incommensurable‚ and radically divergent discourses. Research claims that have grown out of mathematics education are wide-ranging and antagonistic rather than circumscribed by hidebound disciplinary frames. While there has never been a unified‚ totalising discipline of knowledge labelled ‘mathematics education research’‚ and while it has always been a contested terrain‚ it is fair to say that the master paradigm out of which this field has been generated has been that of cognitive psychology. Mainstream mathematics education knowledges refracting the master discourse of psychology —whereby cognition serves as the central privileged and defining concept— clearly delimits its possibilities for serving as a social tool of democratic transformation. The central point of departure of this new collection is that mathematics education research is insufficiently univocal to support the type of uncompromising interpretation that cognitive psychologists would bring to it. The hallmark contribution of this pathbreaking volume edited by Paola Valero and Robyn Zevenbergen is the paradigmatic shift the authors have effected in the field of mathematics education research‚ taking up a position at the faultline of socio-cultural analysis and critical pedagogy.
Research and Development in University Mathematics Education,"['Viviane Durand-Guerrier', 'Reinhard Hochmuth', 'Elena Nardi', 'Carl Winsløw']",['Education'],"In the last thirty years or so, the need to address the challenges of teaching and learning mathematics at university level has become increasingly appreciated by university mathematics teachers, and beyond, by educational institutions around the world. Indeed, mathematics is both a condition and an obstacle to success for students in many educational programmes vital to the 21st century knowledge society, for example in pure and applied mathematics, engineering, natural sciences, technology, economics, finance, management and so on. This breadth of impact of mathematics implies the urgency of developing research in university mathematics education, and of sharing results of this research widely. This book provides a bespoke opportunity for an international audience of researchers in didactics of mathematics, mathematicians and any teacher or researcher with an interest in this area to be informed about state-of-the-art developments and to heed future research agendas. This book emerged from the activities of the research project INDRUM (acronym for International Network for Didactic Research in University Mathematics), which aims to contribute to the development of research in didactics of mathematics at all levels of tertiary education, with a particular concern for the development of early-career researchers in the field and for dialogue with university mathematicians. The aim of the book is to provide a deep synthesis of the research field as it appears through two INDRUM conferences organised in 2016 and 2018. It is an original contribution which highlights key research perspectives, addresses seminal theoretical and methodological issues and reports substantial results concerning the teaching and learning of mathematics at university level, including the teaching and learning of specific topics in advanced mathematics across a wide range of university programmes."
International Perspectives on Teaching and Learning Mathematics with Virtual Manipulatives,['Patricia S. Moyer-Packenham'],['Education'],"This book explores terminology, frameworks, and research being conducted worldwide on virtual manipulatives. It brings together international authors who provide their perspectives on virtual manipulatives in research and teaching. By defining terminology, explaining conceptual and theoretical frameworks, and reporting research, the authors provide a comprehensive foundation on the study and use of virtual manipulatives for mathematics teaching and learning. This foundation provides a common way for researchers to communicate about virtual manipulatives and build on the major works that have been conducted on this topic. By discussing these big ideas, the book advances knowledge for future research on virtual manipulatives as these dynamic tools move from computer platforms to hand-held, touch-screen, and augmented platforms."
